,Name,Twitter Handle,Time,Content,Retweeting,Hashtags,Tagged,Links
757,Mondaire Jones,RepMondaire,2021-06-20T16:08:00.000Z,"The past four years of xenophobic rhetoric and policies have decimated our refugee admission system.

#WorldRefugeeDay is a reminder of our obligation to rebuild capacity so we can once again welcome tens of thousands of refugees to the U.S. every year.
https://t.co/pYQtXa3jBQ",",",",WorldRefugeeDay,",",",",https://t.co/pYQtXa3jBQ,"
758,Mondaire Jones,RepMondaire,2021-06-20T14:24:03.000Z,Happy #FathersDay to all the dads and father figures!,",",",FathersDay,",",",","
759,Mondaire Jones,RepMondaire,2021-06-19T15:52:50.000Z,"Ms. Opal Lee has been working for decades to make Juneteenth a national holiday.

As we celebrate #Juneteenth as a federal holiday for the first time, I'm thinking of her and all the freedom fighters committed to the work of liberation.
https://t.co/zBpva52sNl",",",",Juneteenth,",",",",https://t.co/zBpva52sNl,"
760,Sean Patrick Maloney,RepSeanMaloney,2021-06-20T23:00:00.000Z,Happy #Pride! https://t.co/KncmnIVFyu,",",",Pride,",",",",https://t.co/KncmnIVFyu,"
761,Sean Patrick Maloney,RepSeanMaloney,2021-06-20T14:00:02.000Z,"Being a dad to my three kids is the greatest blessing in my life. Thank you, Randy, for joining me on this adventure. Wishing all the dads out there a Happy #FathersDay! https://t.co/ETqbjiwyrd",",",",FathersDay,",",",",https://t.co/ETqbjiwyrd,"
762,Sean Patrick Maloney,RepSeanMaloney,2021-06-19T22:00:01.000Z,"Anti-LGBTQ violence is too common– it happens when a trans woman of color is killed, it happens when a young gay person is bullied &amp; takes his own life. We have to get more data on when/where/why this happening so we can stop it. The LGBTQ #EssentialDataAct is a crucial 1st step. https://t.co/PpAqsXIf3X",",",",EssentialDataAct,",",",",https://t.co/PpAqsXIf3X,"
763,Sean Patrick Maloney,RepSeanMaloney,2021-06-19T19:00:01.000Z,"As our nation works to heal &amp; grow from the trauma of our past, #Juneteenth National Independence Day should serve as a reminder of where we have been so we can realize a better future. We must honor the vitality of Americans, stand against bigotry &amp; continue to demand justice. https://t.co/P4N8LGLTJM",",",",Juneteenth,",",",",https://t.co/P4N8LGLTJM,"
764,Sean Patrick Maloney,RepSeanMaloney,2021-06-19T14:29:25.000Z,"#OTD in 1865, the remaining enslaved Americans in Texas learned of their freedom. As we celebrate #Juneteenth let us remember that the fight for racial justice must continue in order to achieve equality and justice for all. https://t.co/pjxuKoD7f0",",",",OTD,Juneteenth,",",",",https://t.co/pjxuKoD7f0,"
765,Sean Patrick Maloney,RepSeanMaloney,2021-06-19T14:18:18.000Z,The epidemic of violence against transgender Americans – particularly transgender women of color – is getting worse. My bill will help us collect the data necessary to fully support the LGBTQ community. We must act now and help save lives. #EssentialDataAct https://t.co/2PiVBEt4nV,",",",EssentialDataAct,",",",",https://t.co/2PiVBEt4nV,"
766,Antonio Delgado,repdelgado,2021-06-20T13:59:43.000Z,Happy #FathersDay to all the dads and father figures in #NY19. https://t.co/bwVOtevvhX,",",",FathersDay,NY19,",",",",https://t.co/bwVOtevvhX,"
767,Antonio Delgado,repdelgado,2021-06-19T21:01:10.000Z,"Here's a quick recap of my week: 
 
✅ Voted to make #Juneteenth a federal holiday
✅ Voted to repeal the 2002 AUMF
✅ Chaired my first @HouseAgDems Subcommittee hearing
✅ Received the @USChamber Jefferson-Hamilton Award for Bipartisanship for the second year in a row",",",",Juneteenth,",",HouseAgDems,USChamber,",","
768,Antonio Delgado,repdelgado,2021-06-19T18:27:09.000Z,Great to be at the Harambee Juneteenth Celebration in Kingston where I had the honor of recognizing the tremendous work of Tyrone Wilson and Harambee to protect and preserve the Pine Street African Burial Ground. #Juneteenth. https://t.co/I727iF92gr,",",",Juneteenth,",",",",https://t.co/I727iF92gr,"
769,Antonio Delgado,repdelgado,2021-06-19T15:52:40.000Z,"It was an honor to attend the Jack Rose Fallen First Responders Memorial Dedication, where we commemorated the lives of 4 first responders from Saugerties who died in the line of duty. We are eternally grateful for their sacrifice and service. https://t.co/Xb88VKjf1u",",",",",",",",https://t.co/Xb88VKjf1u,"
770,Paul Tonko,RepPaulTonko,2021-06-19T13:34:29.000Z,"Today we celebrate the triumph of justice over injustice and of freedom over bondage. 

My latest newsletter highlights the powerful history of #Juneteenth and the vital importance of continuing to work towards a vision of a better America for all.

https://t.co/uqXp8SdDqq",",",",Juneteenth,",",",",https://t.co/uqXp8SdDqq,"
771,Elise Stefanik,RepStefanik,2021-06-20T14:06:37.000Z,Happy Father’s Day to all #NY21 dads! https://t.co/PRvBxHxCrl,",",",NY21,",",",",https://t.co/PRvBxHxCrl,"
772,Elise Stefanik,RepStefanik,2021-06-19T12:57:02.000Z,"Today, we celebrate the freedom of all slaves at the end of the Civil War.

May we continue to learn from our nation’s history as we work together to build a more perfect union. https://t.co/VPiB9i4ELI",",",",",",",",https://t.co/VPiB9i4ELI,"
773,Claudia Tenney,RepTenney,2021-06-20T20:38:00.000Z,"The Federal Reserve released their inflation predictions and guess what? 

They adjusted them a 𝐅𝐔𝐋𝐋 percent 𝐇𝐈𝐆𝐇𝐄𝐑 than previously anticipated. 

President Biden is driving America right into an economic crisis. He needs to correct course immediately. https://t.co/79UviHhANh",",",",",",",",https://t.co/79UviHhANh,"
774,Claudia Tenney,RepTenney,2021-06-20T19:42:00.000Z,"ICYMI: This week I introduced the Remembering our Local Heroes Act in Congress. 

Our military, firefighters, and police should be memorialized for their heroic actions and this bill helps accomplish that goal. 

Learn more: https://t.co/6gQPs7HZPP",",",",",",",",https://t.co/6gQPs7HZPP,"
775,Claudia Tenney,RepTenney,2021-06-20T17:59:00.000Z,"Does CNN stand for China News Network? I didn’t think so. Then why is an American news outlet carrying the water for the Chinese Communist Party?

https://t.co/1l0VgNQ2or",",",",",",",",https://t.co/1l0VgNQ2or,"
776,Claudia Tenney,RepTenney,2021-06-20T16:21:00.000Z,"June is Alzheimer’s awareness month and over 6 million Americans are living with Alzheimer’s today. 

In New York alone, 410,000 people 65 and older lived with Alzheimer’s in 2020. I’m committed to fighting this disease and supporting research to find a cure. https://t.co/HTCzfm1nga",",",",",",",",https://t.co/HTCzfm1nga,"
777,Claudia Tenney,RepTenney,2021-06-20T15:25:47.000Z,"Officer Guy Danella has faithfully served his community as a police officer for more than 23 years. I was honored to join him to celebrate his service as he retires. 

I wish him all the best as he embarks on this next chapter. https://t.co/seTWpE9z5p",",",",",",",",https://t.co/seTWpE9z5p,"
778,Claudia Tenney,RepTenney,2021-06-19T19:44:00.000Z,"My weekly newsletter is out with important updates for #NY22. Click the link below in case you missed it!

https://t.co/4AOPmBlV0X",",",",NY22,",",",",https://t.co/4AOPmBlV0X,"
779,Claudia Tenney,RepTenney,2021-06-19T18:08:00.000Z,"President Biden stated yesterday that the “sacred right to vote remains under attack”. 

Yes it is Mr. President, but it’s from your own administration. Bills like HR 1 &amp; HR 4 would take rights away from states &amp; concentrate more power in the hands of bureaucrats. https://t.co/8y0lf6lw1p",",",",",",",",https://t.co/8y0lf6lw1p,"
780,Claudia Tenney,RepTenney,2021-06-19T15:54:24.000Z,"🚨Election Integrity Update🚨

New polling is out from Pennsylvania:
✅64% of PA voters STRONGLY favor voter ID
✅61% of PA voters STRONGLY favor signature matching for mail-in ballots

Read more👇
https://t.co/zshn2BAaVz",",",",",",",",https://t.co/zshn2BAaVz,"
781,Claudia Tenney,RepTenney,2021-06-19T15:29:00.000Z,"ICYMI: I released an op-ed this week highlighting the very real dangers of HR 4, which some Democrats now support as a replacement to HR 1. Read more below! 

https://t.co/70mkfjk7Xy",",",",",",",",https://t.co/70mkfjk7Xy,"
782,Claudia Tenney,RepTenney,2021-06-19T14:07:25.000Z,"Today we celebrate Juneteenth, a historic day that marks the end of slavery. Let us reflect on this day, acknowledge the tremendous progress that has been made since, and continue working together as one to ensure this remains the greatest nation for generations to come. https://t.co/dFarAXjuO2",",",",",",",",https://t.co/dFarAXjuO2,"
783,Joseph Morelle,RepJoeMorelle,2021-06-20T16:04:02.000Z,"The COVID-19 pandemic showed us how valuable it can be to interface with a doctor from the comfort of our own homes.

That is why I am proud to support the Telehealth Modernization Act and ensure telehealth remains an option for patients into the future. https://t.co/BrPcBpEIyS",",",",",",",",https://t.co/BrPcBpEIyS,"
784,Joseph Morelle,RepJoeMorelle,2021-06-20T11:40:01.000Z,"Being a father and grandfather have been the greatest joys of my life.

To all the dads in our community: Happy Father's Day! https://t.co/VjEvFlmuQ0",",",",",",",",https://t.co/VjEvFlmuQ0,"
785,Joseph Morelle,RepJoeMorelle,2021-06-19T18:02:03.000Z,"As a member of the House Committee on Rules, I’d like to hear your thoughts on hunger in America. If you have a story to share, please visit the link below and help guide our work on this important issue. https://t.co/jLfeb4j4Gg",",",",",",",",https://t.co/jLfeb4j4Gg,"
786,Joseph Morelle,RepJoeMorelle,2021-06-19T13:02:01.000Z,"For 156 years, Juneteenth has served as both an acknowledgement of our nation's dark history and celebration of the first step towards achieving equality, equity and opportunity for Black Americans. On this day of reflection, let us recommit to the fight against racial injustice. https://t.co/38Om2RGiwl",",",",",",",",https://t.co/38Om2RGiwl,"
787,Brian Higgins,RepBrianHiggins,2021-06-19T14:08:26.000Z,"Today we observe #Juneteenth, a holiday that is a vivid reminder of why MLK's words that “the arc of the moral universe is long but it bends toward justice” continues to ring true. We must continue to commit ourselves to fight for a better &amp; more just community, democracy &amp; world https://t.co/1Couicx8SB",",",",Juneteenth,",",",",https://t.co/1Couicx8SB,"
788,Chris Jacobs,RepJacobs,2021-06-21T00:06:41.000Z,"Happy Fathers Day to all of the dads out there!

I hope you are having a wonderful day with your family. https://t.co/P8INsncirT",",",",",",",",https://t.co/P8INsncirT,"
789,G. K. Butterfield,GKButterfield,2021-06-20T14:49:48.000Z,Happy Father’s Day! https://t.co/GLvyAdn72C,",",",",",",",https://t.co/GLvyAdn72C,"
790,G. K. Butterfield,GKButterfield,2021-06-19T14:48:43.000Z,"HAPPY JUNETEENTH! 

Let us reflect on the reasons why we celebrate this new Federal Holiday. #JuneTeenth2021 https://t.co/LEo0jY2IWR",",",",JuneTeenth2021,",",",",https://t.co/LEo0jY2IWR,"
791,Deborah Ross,RepDeborahRoss,2021-06-21T00:44:24.000Z,RT @NewDemCoalition: Happy Birthday #NewDem Member @RepDeborahRoss ! 🥳 https://t.co/QHROngsism,",NewDemCoalition,",",",",",","
792,Deborah Ross,RepDeborahRoss,2021-06-20T21:33:21.000Z,"RT @WNCN: Joining together in a bi-partisan letter, U.S. Reps Richard Hudson (R-NC) and Deborah Ross (D-NC) are pleading with the EPA to do…",",WNCN,",",",",",","
793,Deborah Ross,RepDeborahRoss,2021-06-20T18:33:45.000Z,"RT @LeaderHoyer: Happy birthday to my friend and an excellent new Member of our Caucus, @RepDeborahRoss from @NC02. I am grateful for your…",",LeaderHoyer,",",",",",","
794,Deborah Ross,RepDeborahRoss,2021-06-20T15:34:44.000Z,Happy #FathersDay to all the fathers and father figures in our lives.,",",",FathersDay,",",",","
795,Deborah Ross,RepDeborahRoss,2021-06-19T15:18:07.000Z,"This #Juneteenth, we remember those who paid the ultimate price fighting for their freedom. Today we continue to fight for every person’s right to life, liberty and the pursuit of happiness. That’s why I voted for legislation establishing Juneteenth as a Federal holiday. https://t.co/7eghENYJXl",",",",Juneteenth,",",",",https://t.co/7eghENYJXl,"
796,David Price,RepDavidEPrice,2021-06-20T13:53:00.000Z,"Spending cherished time with my children and grandchildren is always so rewarding. To all the fathers and father figures, I hope you have a happy Father's Day and are able to connect with your loved ones, near or far, today. https://t.co/R2ML5PpooE",",",",",",",",https://t.co/R2ML5PpooE,"
797,David Price,RepDavidEPrice,2021-06-19T16:00:00.000Z,"The last enslaved people were liberated in Galveston, Texas 156 years ago today. I encourage you to celebrate Black Americans and their illustrious history today and every #Juneteenth.",",",",Juneteenth,",",",","
798,Virginia Foxx,VirginiaFoxx,2021-06-20T13:17:13.000Z,RT @HouseGOP: https://t.co/bOfBYavfr5,",HouseGOP,",",",",",","
799,Kathy Manning,RepKManning,2021-06-20T20:18:12.000Z,Happy Father’s Day to all.  And to the best father I could imagine! https://t.co/apCh15EFZX,",",",",",",",https://t.co/apCh15EFZX,"
800,Kathy Manning,RepKManning,2021-06-20T01:35:25.000Z,"Terribly sad to learn of this tragic event in Wilton Manors. 

My heart is with the victims, their loved ones, and my colleagues @RepDWStweets and @RepTedDeutch who were present at the event. https://t.co/pe5uhoUAw6",",",",",",RepDWStweets,RepTedDeutch,",",https://t.co/pe5uhoUAw6,"
801,David Rouzer,RepDavidRouzer,2021-06-20T13:10:08.000Z,Happy Father’s Day! https://t.co/O6gv4YDoiY,",",",",",",",https://t.co/O6gv4YDoiY,"
802,David Rouzer,RepDavidRouzer,2021-06-19T13:12:54.000Z,"Juneteenth is a tribute to June 19, 1865, the day when slaves in Galveston, Texas were the last to learn they were free — two years after the Emancipation Proclamation.  Today we celebrate the freedom of all Americans &amp; the abolition of slavery.",",",",",",",","
803,Madison Cawthorn,CawthornforNC,2021-06-20T15:39:50.000Z,"Happy Father’s Day to the man who’s never left my side. Dad, you’ve been a mentor, a leader, and my most ardent supporter. Thank you for all the love you’ve poured into me! https://t.co/GFkzNPgZOq",",",",",",",",https://t.co/GFkzNPgZOq,"
804,Madison Cawthorn,CawthornforNC,2021-06-19T19:18:30.000Z,There's only ONE American flag. 🇺🇸,",",",",",",","
805,Madison Cawthorn,CawthornforNC,2021-06-19T18:23:15.000Z,"Business owners, who spent a year battling lockdowns and restrictions, should not have to compete with the Federal government for workers now.

Biden is paying Americans to stay home and hard-working business owners are suffering the brunt.",",",",",",",","
806,Alma Adams,RepAdams,2021-06-20T22:34:11.000Z,"RT @MHarrisPerry: ""My dad made a lot of mistakes. But forgiveness is key. I don't want to repeat those mistakes."" -@RepAdams told me for th…",",MHarrisPerry,",",",",",","
807,Alma Adams,RepAdams,2021-06-20T15:07:34.000Z,Wishing all the dads out there a happy #FathersDay! https://t.co/BJe8DrMRmJ,",",",FathersDay,",",",",https://t.co/BJe8DrMRmJ,"
808,Ted Budd,RepTedBudd,2021-06-20T16:07:57.000Z,Happy Father’s Day to all the dads out there! #FathersDay https://t.co/rvoC6JqFDT,",",",FathersDay,",",",",https://t.co/rvoC6JqFDT,"
809,Ted Budd,RepTedBudd,2021-06-19T18:05:21.000Z,RT @HouseGOP: https://t.co/iKk7MNAU88,",HouseGOP,",",",",",","
810,Kelly Armstrong,RepArmstrongND,2021-06-20T18:49:02.000Z,"The most important job I have is being a father. I am fortunate to have a great role model like my dad to show me the ropes.

Happy Father’s Day! https://t.co/c5GkbfXwr6",",",",",",",",https://t.co/c5GkbfXwr6,"
811,Kelly Armstrong,RepArmstrongND,2021-06-19T17:28:47.000Z,"I had the chance to announce the winners at the Bakken BBQ in Dickinson last night. Huge event honoring our great first responders, raising $100,000+ for the Make-A-Wish Foundation and other charities. Once again, my hometown and the oil patch deliver. https://t.co/0TAn81R9uM",",",",",",",",https://t.co/0TAn81R9uM,"
812,Kelly Armstrong,RepArmstrongND,2021-06-19T13:12:20.000Z,"Congratulations on this amazing achievement, Payton! North Dakota will be cheering as you represent the United States on the world stage. https://t.co/7uy1o6Sv3z",",",",",",",",https://t.co/7uy1o6Sv3z,"
813,Kelly Armstrong,RepArmstrongND,2021-06-19T13:05:26.000Z,RT @NDSUTrackField: Tokyo Bound: Payton Otterdahl Qualifies for Olympics https://t.co/SvuyoBgLIB,",NDSUTrackField,",",",",",","
