:START_ID(Tweet),:END_ID(Person-ca),:TYPE,Specification
415,Shontel Brown,references,
416,Shontel Brown,references,
417,Shontel Brown,references,
418,Shontel Brown,references,
419,Shontel Brown,references,
420,Shontel Brown,references,
421,Joe Biden,references,US President Joe Biden
421,Shontel Brown,references,
422,Shontel Brown,references,
423,Shontel Brown,references,
424,Shontel Brown,references,
425,Shontel Brown,references,
426,Shontel Brown,references,
427,Shontel Brown,references,
428,Shontel Brown,references,
429,Shontel Brown,references,
430,Shontel Brown,references,
431,Shontel Brown,references,
432,Shontel Brown,references,
433,Shontel Brown,references,
434,Shontel Brown,references,
435,Joe Biden,references,US President Joe Biden
435,Shontel Brown,references,
436,Shontel Brown,references,
437,Joe Biden,references,US President Joe Biden
437,Shontel Brown,references,
438,Shontel Brown,references,
439,Shontel Brown,references,
440,Shontel Brown,references,
441,Shontel Brown,references,
442,Shontel Brown,references,
443,Shontel Brown,references,
444,Shontel Brown,references,
445,Joe Biden,references,US President Joe Biden
445,Shontel Brown,references,
446,Shontel Brown,references,
447,Shontel Brown,references,
448,Shontel Brown,references,
449,Shontel Brown,references,
450,Shontel Brown,references,
451,Shontel Brown,references,
452,Shontel Brown,references,
453,Joe Biden,references,US President Joe Biden
453,Shontel Brown,references,
454,Shontel Brown,references,
455,Joe Biden,references,US President Joe Biden
455,Shontel Brown,references,
456,Shontel Brown,references,
457,Shontel Brown,references,
458,Julia Brownley,references,US Representative Julia Brownley (CA-26)
459,Julia Brownley,references,US Representative Julia Brownley (CA-26)
460,Julia Brownley,references,US Representative Julia Brownley (CA-26)
461,Julia Brownley,references,US Representative Julia Brownley (CA-26)
462,Julia Brownley,references,US Representative Julia Brownley (CA-26)
463,Julia Brownley,references,US Representative Julia Brownley (CA-26)
464,Julia Brownley,references,US Representative Julia Brownley (CA-26)
465,Julia Brownley,references,US Representative Julia Brownley (CA-26)
466,Julia Brownley,references,US Representative Julia Brownley (CA-26)
467,Julia Brownley,references,US Representative Julia Brownley (CA-26)
468,Julia Brownley,references,US Representative Julia Brownley (CA-26)
469,Julia Brownley,references,US Representative Julia Brownley (CA-26)
470,Julia Brownley,references,US Representative Julia Brownley (CA-26)
471,Julia Brownley,references,US Representative Julia Brownley (CA-26)
472,Julia Brownley,references,US Representative Julia Brownley (CA-26)
473,Vern Buchanan,references,US Representative Vern Buchanan (FL-16)
474,Joe Biden,references,US President Joe Biden
474,Vern Buchanan,references,US Representative Vern Buchanan (FL-16)
475,Vern Buchanan,references,US Representative Vern Buchanan (FL-16)
476,Joe Biden,references,US President Joe Biden
476,Vern Buchanan,references,US Representative Vern Buchanan (FL-16)
477,Donald Trump,references,"45th US President, Donald Trump"
477,Vern Buchanan,references,US Representative Vern Buchanan (FL-16)
477,Linda McMahon,references,Linda McMahon
478,Joe Biden,references,US President Joe Biden
478,Vern Buchanan,references,US Representative Vern Buchanan (FL-16)
479,Ken Buck,references,US Representative Ken Buck (CO-04)
480,Ken Buck,references,US Representative Ken Buck (CO-04)
481,Ken Buck,references,US Representative Ken Buck (CO-04)
482,Ken Buck,references,US Representative Ken Buck (CO-04)
483,Larry Bucshon,references,US Representative Larry Bucshon (IN-08)
484,Larry Bucshon,references,US Representative Larry Bucshon (IN-08)
485,Larry Bucshon,references,US Representative Larry Bucshon (IN-08)
486,Larry Bucshon,references,US Representative Larry Bucshon (IN-08)
487,Larry Bucshon,references,US Representative Larry Bucshon (IN-08)
488,Joe Biden,references,US President Joe Biden
488,Larry Bucshon,references,US Representative Larry Bucshon (IN-08)
489,Ted Budd,references,US Representative Ted Budd (NC-13)
490,Ted Budd,references,US Representative Ted Budd (NC-13)
494,Ken Buck,references,US Representative Ken Buck (CO-04)
494,Matt Gaetz,references,US Representative Matt Gaetz (FL-01)
494,Gus M. Bilirakis,references,US Representative Gus M. Bilirakis (FL-12)
494,André Carson,references,US Representative André Carson (IN-07)
494,Mike Johnson,references,US Representative Mike Johnson (LA-04)
494,Ted Budd,references,US Representative Ted Budd (NC-13)
494,Brian Fitzpatrick,references,US Representative Brian Fitzpatrick (PA-08)
494,Steve Cohen,references,US Representative Steve Cohen (TN-09)
494,Greg Steube,references,
494,Nicole Malliotakis,references,
494,Andrew Garbarino,references,
494,Pat Fallon,references,
494,Seth Moulton,references,US Representative Seth Moulton (MA-6)
498,Joe Biden,references,US President Joe Biden
498,Michael Burgess,references,US Representative Michael Burgess (TX-26)
499,Michael Burgess,references,US Representative Michael Burgess (TX-26)
500,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
500,Michael Burgess,references,US Representative Michael Burgess (TX-26)
501,Michael Burgess,references,US Representative Michael Burgess (TX-26)
502,Joe Biden,references,US President Joe Biden
502,Michael Burgess,references,US Representative Michael Burgess (TX-26)
503,Joe Biden,references,US President Joe Biden
503,Michael Burgess,references,US Representative Michael Burgess (TX-26)
504,Michael Burgess,references,US Representative Michael Burgess (TX-26)
505,Michael Burgess,references,US Representative Michael Burgess (TX-26)
506,Joe Biden,references,US President Joe Biden
506,Michael Burgess,references,US Representative Michael Burgess (TX-26)
507,Michael Burgess,references,US Representative Michael Burgess (TX-26)
508,Joe Biden,references,US President Joe Biden
508,Cori Bush,references,
509,Cori Bush,references,
510,Cori Bush,references,
511,Donald Trump,references,"45th US President, Donald Trump"
511,Cori Bush,references,
512,Brittney Griner,references,Brittney Griner
512,Cori Bush,references,
513,Cori Bush,references,
514,Cori Bush,references,
515,Cori Bush,references,
516,Joe Biden,references,US President Joe Biden
516,Cori Bush,references,
517,Cori Bush,references,
518,Cheri Bustos,references,US Representative Cheri Bustos (IL-17)
518,Dick Durbin,references,US Senator Dick Durbin (IL)
519,Cheri Bustos,references,US Representative Cheri Bustos (IL-17)
520,Cheri Bustos,references,US Representative Cheri Bustos (IL-17)
521,Ken Buck,references,US Representative Ken Buck (CO-04)
521,Lois Frankel,references,US Representative Lois Frankel (FL-21)
521,Cheri Bustos,references,US Representative Cheri Bustos (IL-17)
521,Jerrold Nadler,references,US Representative Jerrold Nadler (NY-10)
521,David Cicilline,references,US Representative David Cicilline (RI-01)
521,Morgan Griffith,references,US Representative Morgan Griffith (VA-09)
522,Cheri Bustos,references,US Representative Cheri Bustos (IL-17)
523,Cheri Bustos,references,US Representative Cheri Bustos (IL-17)
524,Cheri Bustos,references,US Representative Cheri Bustos (IL-17)
525,Cheri Bustos,references,US Representative Cheri Bustos (IL-17)
526,Cheri Bustos,references,US Representative Cheri Bustos (IL-17)
527,Cheri Bustos,references,US Representative Cheri Bustos (IL-17)
532,Kat Cammack,references,
538,Joe Biden,references,US President Joe Biden
538,Vern Buchanan,references,US Representative Vern Buchanan (FL-16)
542,Joe Biden,references,US President Joe Biden
543,Salud Carbajal,references,US Representative Salud Carbajal (CA-24)
544,Salud Carbajal,references,US Representative Salud Carbajal (CA-24)
545,Salud Carbajal,references,US Representative Salud Carbajal (CA-24)
546,Salud Carbajal,references,US Representative Salud Carbajal (CA-24)
547,Salud Carbajal,references,US Representative Salud Carbajal (CA-24)
548,Salud Carbajal,references,US Representative Salud Carbajal (CA-24)
549,Salud Carbajal,references,US Representative Salud Carbajal (CA-24)
550,Salud Carbajal,references,US Representative Salud Carbajal (CA-24)
551,Salud Carbajal,references,US Representative Salud Carbajal (CA-24)
552,Salud Carbajal,references,US Representative Salud Carbajal (CA-24)
553,Salud Carbajal,references,US Representative Salud Carbajal (CA-24)
554,Salud Carbajal,references,US Representative Salud Carbajal (CA-24)
555,Salud Carbajal,references,US Representative Salud Carbajal (CA-24)
556,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
557,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
558,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
559,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
560,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
561,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
562,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
563,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
564,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
565,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
566,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
567,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
568,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
569,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
570,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
571,Tony Cardenas,references,US Representative Tony Cardenas (CA-29)
572,Joe Biden,references,US President Joe Biden
572,Mike Carey,references,
573,Joe Biden,references,US President Joe Biden
573,Mike Carey,references,
574,Mike Carey,references,
575,Mike Carey,references,
576,Mike Carey,references,
577,Jerry Carl,references,
578,Jerry Carl,references,
579,Jerry Carl,references,
580,Jerry Carl,references,
581,André Carson,references,US Representative André Carson (IN-07)
582,André Carson,references,US Representative André Carson (IN-07)
583,Buddy Carter,references,US Representative Buddy Carter (GA-01)
584,Joe Biden,references,US President Joe Biden
584,Buddy Carter,references,US Representative Buddy Carter (GA-01)
585,Buddy Carter,references,US Representative Buddy Carter (GA-01)
586,Buddy Carter,references,US Representative Buddy Carter (GA-01)
587,Buddy Carter,references,US Representative Buddy Carter (GA-01)
588,Buddy Carter,references,US Representative Buddy Carter (GA-01)
589,Buddy Carter,references,US Representative Buddy Carter (GA-01)
590,Buddy Carter,references,US Representative Buddy Carter (GA-01)
591,Buddy Carter,references,US Representative Buddy Carter (GA-01)
591,Mariannette Miller-Meeks,references,
592,Buddy Carter,references,US Representative Buddy Carter (GA-01)
593,Buddy Carter,references,US Representative Buddy Carter (GA-01)
594,Buddy Carter,references,US Representative Buddy Carter (GA-01)
595,Buddy Carter,references,US Representative Buddy Carter (GA-01)
596,Joe Biden,references,US President Joe Biden
596,Buddy Carter,references,US Representative Buddy Carter (GA-01)
596,Steve Scalise,references,US Representative Steve Scalise (LA-1)
597,Buddy Carter,references,US Representative Buddy Carter (GA-01)
598,Buddy Carter,references,US Representative Buddy Carter (GA-01)
599,Buddy Carter,references,US Representative Buddy Carter (GA-01)
600,John Carter,references,US Representative John Carter (TX-31)
601,John Carter,references,US Representative John Carter (TX-31)
602,John Carter,references,US Representative John Carter (TX-31)
603,John Carter,references,US Representative John Carter (TX-31)
608,Nancy Mace,references,
625,Matthew Cartwright,references,US Representative Matthew Cartwright (PA-17)
645,Kathy Castor,references,US Representative Kathy Castor (FL-14)
646,Kathy Castor,references,US Representative Kathy Castor (FL-14)
647,Kathy Castor,references,US Representative Kathy Castor (FL-14)
648,Kathy Castor,references,US Representative Kathy Castor (FL-14)
649,Kathy Castor,references,US Representative Kathy Castor (FL-14)
650,Kathy Castor,references,US Representative Kathy Castor (FL-14)
651,Kathy Castor,references,US Representative Kathy Castor (FL-14)
652,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
652,Kathy Castor,references,US Representative Kathy Castor (FL-14)
653,Kathy Castor,references,US Representative Kathy Castor (FL-14)
654,Kathy Castor,references,US Representative Kathy Castor (FL-14)
655,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
655,Kathy Castor,references,US Representative Kathy Castor (FL-14)
656,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
656,Kathy Castor,references,US Representative Kathy Castor (FL-14)
657,Jared Huffman,references,US Representative Jared Huffman (CA-2)
657,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
657,Kathy Castor,references,US Representative Kathy Castor (FL-14)
657,Suzanne Bonamici,references,US Representative Suzanne Bonamici (OR-01)
658,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
658,Kathy Castor,references,US Representative Kathy Castor (FL-14)
659,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
659,Kathy Castor,references,US Representative Kathy Castor (FL-14)
660,Kathy Castor,references,US Representative Kathy Castor (FL-14)
661,Kathy Castor,references,US Representative Kathy Castor (FL-14)
662,Kathy Castor,references,US Representative Kathy Castor (FL-14)
663,Kathy Castor,references,US Representative Kathy Castor (FL-14)
664,Joe Biden,references,US President Joe Biden
664,Kathy Castor,references,US Representative Kathy Castor (FL-14)
664,James E. Clyburn,references,US Representative James E. Clyburn (SC-06)
665,Kathy Castor,references,US Representative Kathy Castor (FL-14)
666,Kathy Castor,references,US Representative Kathy Castor (FL-14)
667,Kathy Castor,references,US Representative Kathy Castor (FL-14)
668,Kathy Castor,references,US Representative Kathy Castor (FL-14)
669,Kathy Castor,references,US Representative Kathy Castor (FL-14)
670,Joaquin Castro,references,US Representative Joaquin Castro (TX-20)
671,Joaquin Castro,references,US Representative Joaquin Castro (TX-20)
672,Joaquin Castro,references,US Representative Joaquin Castro (TX-20)
673,Joaquin Castro,references,US Representative Joaquin Castro (TX-20)
674,Joaquin Castro,references,US Representative Joaquin Castro (TX-20)
675,Joe Biden,references,US President Joe Biden
675,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
675,Joaquin Castro,references,US Representative Joaquin Castro (TX-20)
676,Joaquin Castro,references,US Representative Joaquin Castro (TX-20)
677,Joaquin Castro,references,US Representative Joaquin Castro (TX-20)
678,Joaquin Castro,references,US Representative Joaquin Castro (TX-20)
